L 346.0000, 1218.0000, 124.0000,  347.0000, 1216.0000, 126.0000,  0, 0, 0
L -298.0000, 1857.0000, 96.0000,  -299.0000, 1516.0000, 96.0000,  0, 0, 0
L 325.0000, 1857.0000, 96.0000,  -298.0000, 1857.0000, 96.0000,  0, 0, 0
L 326.0000, 1409.0000, 96.0000,  325.0000, 1857.0000, 96.0000,  0, 0, 0
L 426.0000, 1232.0000, 126.0000,  426.0000, 1281.0000, 126.0000,  0, 0, 0
L 439.0000, 492.0000, 111.0000,  424.0000, 504.3000, 126.0000,  0, 0, 0
L 440.0000, 491.0000, 113.0000,  439.0000, 492.0000, 111.0000,  0, 0, 0
L 449.0000, 490.0000, 117.0000,  440.0000, 491.0000, 113.0000,  0, 0, 0
L 459.0000, 489.0000, 120.0000,  449.0000, 490.0000, 117.0000,  0, 0, 0
L 467.0000, 488.0000, 123.0000,  459.0000, 489.0000, 120.0000,  0, 0, 0
L 469.0000, 488.0000, 124.0000,  467.0000, 488.0000, 123.0000,  0, 0, 0
L 470.0000, 488.0000, 126.0000,  469.0000, 488.0000, 124.0000,  0, 0, 0
L 470.0000, 495.0000, 126.0000,  470.0000, 488.0000, 126.0000,  0, 0, 0
L 473.0000, 496.0000, 126.0000,  470.0000, 495.0000, 126.0000,  0, 0, 0
L 475.0000, 497.0000, 126.0000,  473.0000, 496.0000, 126.0000,  0, 0, 0
L 476.0000, 497.0000, 126.0000,  475.0000, 497.0000, 126.0000,  0, 0, 0
L 486.0000, 498.0000, 126.0000,  476.0000, 497.0000, 126.0000,  0, 0, 0
L 510.0000, 498.0000, 126.0000,  486.0000, 498.0000, 126.0000,  0, 0, 0
L 556.0000, 499.0000, 126.0000,  510.0000, 498.0000, 126.0000,  0, 0, 0
L 574.0000, 500.0000, 124.0000,  556.0000, 499.0000, 126.0000,  0, 0, 0
L 589.0000, 500.0000, 124.0000,  574.0000, 500.0000, 124.0000,  0, 0, 0
L 610.0000, 500.0000, 125.0000,  589.0000, 500.0000, 124.0000,  0, 0, 0
L 617.0000, 499.0000, 126.0000,  610.0000, 500.0000, 125.0000,  0, 0, 0
L 638.0000, 499.0000, 126.0000,  617.0000, 499.0000, 126.0000,  0, 0, 0
L 652.0000, 501.0000, 119.0000,  638.0000, 499.0000, 126.0000,  0, 0, 0
L 661.0000, 503.0000, 116.0000,  652.0000, 501.0000, 119.0000,  0, 0, 0
L 662.0000, 503.0000, 116.0000,  661.0000, 503.0000, 116.0000,  0, 0, 0
L 665.0000, 501.0000, 121.0000,  662.0000, 503.0000, 116.0000,  0, 0, 0
L 666.0000, 500.0000, 124.0000,  665.0000, 501.0000, 121.0000,  0, 0, 0
L 667.0000, 499.0000, 126.0000,  666.0000, 500.0000, 124.0000,  0, 0, 0
L 681.0000, 485.0000, 126.0000,  667.0000, 499.0000, 126.0000,  0, 0, 0
L 690.0000, 485.0000, 126.0000,  681.0000, 485.0000, 126.0000,  0, 0, 0
L 699.0000, 486.0000, 126.0000,  690.0000, 485.0000, 126.0000,  0, 0, 0
L 701.0000, 486.0000, 126.0000,  699.0000, 486.0000, 126.0000,  0, 0, 0
L 707.0000, 487.0000, 124.0000,  701.0000, 486.0000, 126.0000,  0, 0, 0
L 717.0000, 490.0000, 117.0000,  707.0000, 487.0000, 124.0000,  0, 0, 0
L 718.0000, 490.0000, 117.0000,  717.0000, 490.0000, 117.0000,  0, 0, 0
L 719.0000, 489.0000, 121.0000,  718.0000, 490.0000, 117.0000,  0, 0, 0
L 720.0000, 487.0000, 126.0000,  719.0000, 489.0000, 121.0000,  0, 0, 0
L 720.0000, 486.0000, 126.0000,  720.0000, 487.0000, 126.0000,  0, 0, 0
