L 42.9, -20.0, 51.8, 42.9, -40.7, 51.8, 0, 240, 240
L -10.2, 9.2, 51.8, -10.2, -23.3, 51.8, 0, 240, 240
L -9.8, 123.3, 51.8, 87.1, 123.6, 51.8, 0, 240, 240
L 87.1, 123.6, 51.8, 88.0, 54.1, 51.8, 0, 240, 240
L -10.2, 46.6, 51.8, -10.2, 16.6, 51.8, 0, 240, 240
L 29.1, -20.0, 51.8, 34.2, -20.0, 51.8, 0, 240, 240
L 34.2, -40.7, 51.8, 34.2, -20.0, 51.8, 0, 240, 240
L -10.2, -23.3, 51.8, 28.9, -23.3, 51.8, 0, 240, 240
L 28.9, -23.3, 51.8, 29.1, -20.0, 51.8, 0, 240, 240
L -10.2, 46.6, 51.8, -4.6, 46.6, 51.8, 0, 240, 240
L 29.3, -114.8, 51.8, 29.3, -92.8, 51.8, 0, 240, 240
L 29.3, -92.8, 51.8, 24.6, -92.8, 51.8, 0, 240, 240
L 24.6, -92.8, 51.8, 24.6, -114.8, 51.8, 0, 240, 240
L 24.6, -114.8, 51.8, -9.4, -114.8, 51.8, 0, 240, 240
L -9.4, -37.2, 51.8, 24.6, -37.2, 51.8, 0, 240, 240
L -9.4, -72.8, 51.8, -9.4, -37.2, 51.8, 0, 240, 240
L 24.6, -37.2, 51.8, 24.6, -72.8, 51.8, 0, 240, 240
L -9.4, -77.2, 51.8, 2.0, -77.2, 51.8, 0, 240, 240
L -9.4, -114.8, 51.8, -9.4, -77.2, 51.8, 0, 240, 240
L 2.0, -77.2, 51.8, 2.0, -72.8, 51.8, 0, 240, 240
L 2.0, -72.8, 51.8, -9.4, -72.8, 51.8, 0, 240, 240
L 24.6, -77.2, 51.8, 5.7, -77.2, 51.8, 0, 240, 240
L 66.6, -77.2, 51.8, 66.6, -114.8, 51.8, 0, 240, 240
L 66.6, -114.8, 51.8, 29.3, -114.8, 51.8, 0, 240, 240
L 24.6, -77.2, 51.8, 24.6, -89.0, 51.8, 0, 240, 240
L 24.6, -72.8, 51.8, 5.7, -72.8, 51.8, 0, 240, 240
